investment_id,customer_id,advisor_id,fund_name,fund_type,investment_amount,current_value,inception_date,last_valuation_date,return_ytd_pct,return_1yr_pct,risk_rating,region
INV-00087,CUS-0015,ADV-0020,Manulife Global Bond,Bond,188521.67,457616.67,2021-04-20,2026-04-06,4.02,7.35,1,North America
INV-00088,CUS-0185,ADV-0010,Manulife Global Bond,Bond,118482.89,89470.42,2024-07-22,2026-03-03,11.56,11.49,3,Europe
INV-00089,CUS-0075,ADV-0007,Manulife Small Cap Canada,Equity,798648.21,739100.09,2023-05-26,2026-04-01,-6.28,32.13,4,Asia Pacific
INV-00090,CUS-0057,ADV-0030,Manulife Real Estate Fund,Real Estate,608924.23,929845.79,2023-12-31,2026-04-11,-3.29,18.27,2,Asia Pacific
INV-00091,CUS-0082,ADV-0003,Manulife International Equity,Equity,213234.45,212917.05,2022-10-28,2026-03-14,10.26,20.19,5,Europe
INV-00092,CUS-0079,ADV-0002,Manulife International Equity,Equity,249882.36,287446.24,2021-03-07,2026-03-16,1.29,-13.87,4,Global
INV-00093,CUS-0030,ADV-0002,Manulife Canadian Equity,Equity,1673468.79,1984367.72,2022-10-18,2026-03-18,14.07,-2.68,4,Global
INV-00094,CUS-0127,ADV-0014,Manulife Canadian Equity,Equity,768263.42,1216487.08,2024-11-01,2026-03-12,-1.85,9.95,4,North America
INV-00095,CUS-0170,ADV-0029,Manulife Balanced Growth,Balanced,1085390.59,1489117.47,2020-03-05,2026-03-17,5.0,-12.68,4,Europe
INV-00096,CUS-0194,ADV-0028,Manulife Canadian Equity,Equity,1452943.63,958471.43,2021-11-29,2026-04-16,-8.08,-9.63,5,North America
INV-00097,CUS-0028,ADV-0015,Manulife International Equity,Equity,1905184.82,3520775.15,2022-03-05,2026-04-06,0.79,21.82,4,Asia Pacific
INV-00098,CUS-0042,ADV-0001,Manulife Money Market,Money Market,1492539.57,1860370.45,2022-08-15,2026-03-18,7.29,4.09,4,Asia Pacific
INV-00099,CUS-0022,ADV-0024,Manulife Global Bond,Bond,1087895.09,1103437.6,2024-04-28,2026-03-17,10.33,-1.5,4,North America
INV-00100,CUS-0032,ADV-0016,Manulife Balanced Growth,Balanced,1323249.07,1300690.96,2023-03-10,2026-03-30,11.48,-12.96,1,North America
INV-00101,CUS-0120,ADV-0003,Manulife US Equity Growth,Equity,720653.68,701773.78,2025-06-01,2026-03-18,-4.27,-6.26,4,Asia Pacific
INV-00102,CUS-0017,ADV-0017,Manulife Real Estate Fund,Real Estate,519723.88,1120119.22,2021-01-03,2026-03-09,4.92,-2.06,2,Europe
INV-00103,CUS-0038,ADV-0021,Manulife Target Date 2035,Balanced,103911.45,132064.84,2023-09-05,2026-03-21,4.98,-2.54,1,Europe
INV-00104,CUS-0016,ADV-0013,Manulife High Yield Bond,Bond,518602.92,452957.11,2025-06-20,2026-04-04,-3.37,-14.33,4,Europe
INV-00105,CUS-0090,ADV-0029,Manulife Emerging Markets,Equity,1016341.19,1842485.85,2020-06-07,2026-04-22,5.6,11.44,4,North America
INV-00106,CUS-0165,ADV-0013,Manulife T-Bill Fund,Money Market,569753.38,752501.61,2024-11-28,2026-03-22,14.3,9.53,5,Asia Pacific
INV-00107,CUS-0121,ADV-0004,Manulife Balanced Growth,Balanced,67159.02,67666.73,2023-06-27,2026-04-08,8.38,16.43,2,Asia Pacific
INV-00108,CUS-0131,ADV-0029,Manulife Dividend Income,Equity,1165065.56,1652893.22,2024-05-23,2026-04-07,0.4,13.93,1,Europe
INV-00109,CUS-0098,ADV-0020,Manulife Global Equity,Equity,159236.32,181783.89,2025-05-10,2026-04-16,1.25,-8.68,3,North America
INV-00110,CUS-0136,ADV-0009,Manulife US Equity Growth,Equity,947296.67,1142483.16,2023-05-28,2026-03-13,-5.03,5.02,4,Asia Pacific
INV-00111,CUS-0063,ADV-0025,Manulife Conservative Balanced,Balanced,1599016.88,3278309.5,2021-05-12,2026-03-16,2.68,-5.74,3,Global
INV-00112,CUS-0093,ADV-0017,Manulife Global Equity,Equity,1123111.97,4336729.99,2021-12-21,2026-04-08,10.23,12.26,2,Global
INV-00113,CUS-0059,ADV-0021,Manulife Strategic Bond,Bond,1654433.92,2166437.1,2024-08-22,2026-04-12,10.54,9.03,2,Asia Pacific
INV-00114,CUS-0074,ADV-0005,Manulife Conservative Balanced,Balanced,240338.22,189273.54,2021-10-04,2026-04-06,-4.46,14.74,3,Europe
INV-00115,CUS-0047,ADV-0004,Manulife Real Estate Fund,Real Estate,337708.03,169836.19,2020-02-01,2026-03-09,10.17,3.75,4,Global
INV-00116,CUS-0007,ADV-0015,Manulife Tech Innovation,Equity,269093.62,185319.4,2020-05-29,2026-03-23,15.51,-12.95,2,Europe
INV-00117,CUS-0183,ADV-0026,Manulife Balanced Growth,Balanced,676932.55,1278263.35,2020-08-31,2026-03-03,-2.96,2.56,1,Asia Pacific
INV-00118,CUS-0115,ADV-0017,Manulife T-Bill Fund,Money Market,902258.66,989529.72,2023-07-15,2026-04-14,6.86,-1.54,2,Europe
INV-00119,CUS-0186,ADV-0024,Manulife Strategic Bond,Bond,1641111.6,1643324.4,2025-02-19,2026-04-11,3.23,23.07,3,Asia Pacific
INV-00120,CUS-0113,ADV-0008,Manulife Tech Innovation,Equity,1446453.71,1874996.31,2022-11-07,2026-03-20,0.98,27.32,3,North America
INV-00121,CUS-0145,ADV-0027,Manulife Dividend Income,Equity,1052761.32,784716.76,2025-01-11,2026-03-12,2.55,4.4,5,North America
INV-00122,CUS-0189,ADV-0004,Manulife Canadian Bond,Bond,1040674.27,2018745.98,2022-05-31,2026-03-23,-6.35,-0.54,2,North America
INV-00123,CUS-0074,ADV-0027,Manulife High Yield Bond,Bond,880638.91,1428050.42,2022-09-23,2026-03-07,-0.85,38.27,5,Asia Pacific
INV-00124,CUS-0037,ADV-0022,Manulife Emerging Markets,Equity,1106566.07,614669.59,2021-02-27,2026-03-03,-1.36,6.6,5,Europe
INV-00125,CUS-0002,ADV-0016,Manulife Global REIT,Real Estate,1645684.43,1654801.68,2024-08-31,2026-04-03,8.26,18.98,2,Global
INV-00126,CUS-0076,ADV-0015,Manulife Emerging Markets,Equity,1414112.79,1511090.38,2024-01-06,2026-04-01,8.36,-3.77,2,Europe
INV-00127,CUS-0072,ADV-0019,Manulife Emerging Markets,Equity,710673.72,869646.37,2025-06-06,2026-03-22,10.27,5.49,2,North America
INV-00128,CUS-0181,ADV-0028,Manulife Conservative Balanced,Balanced,1849836.31,1763798.18,2025-01-01,2026-04-03,-13.47,18.32,3,North America
INV-00129,CUS-0163,ADV-0005,Manulife Canadian Equity,Equity,278064.97,136157.67,2021-05-18,2026-04-01,16.94,2.64,4,Global
INV-00130,CUS-0073,ADV-0026,Manulife Small Cap Canada,Equity,1271371.59,1184590.03,2021-02-10,2026-04-17,11.68,14.65,2,Global
INV-00131,CUS-0018,ADV-0023,Manulife Global REIT,Real Estate,1224378.29,1481083.77,2023-02-16,2026-04-07,1.32,0.72,2,Asia Pacific
INV-00132,CUS-0124,ADV-0010,Manulife Dividend Income,Equity,1908898.77,1519971.28,2023-09-07,2026-04-12,14.54,-8.97,3,Global
INV-00133,CUS-0154,ADV-0010,Manulife Moderate Balanced,Balanced,964513.31,1389021.46,2023-01-17,2026-03-27,5.73,21.75,5,Asia Pacific
INV-00134,CUS-0064,ADV-0013,Manulife T-Bill Fund,Money Market,356507.91,240825.48,2020-08-25,2026-04-14,14.82,2.22,3,Europe
INV-00135,CUS-0199,ADV-0019,Manulife Global REIT,Real Estate,1610419.01,1474957.1,2024-09-16,2026-03-14,4.06,7.95,4,Global
INV-00136,CUS-0016,ADV-0028,Manulife International Equity,Equity,649768.07,885946.99,2024-04-29,2026-03-29,-0.24,-4.0,3,Asia Pacific
INV-00137,CUS-0014,ADV-0021,Manulife High Yield Bond,Bond,1457732.76,1219004.77,2022-09-21,2026-03-11,15.99,2.57,3,North America
INV-00138,CUS-0158,ADV-0001,Manulife Target Date 2035,Balanced,262784.59,560508.09,2021-11-06,2026-04-21,-15.49,-0.27,3,Asia Pacific
INV-00139,CUS-0091,ADV-0020,Manulife International Equity,Equity,1311588.51,1009390.85,2020-05-09,2026-03-26,2.61,9.23,4,Europe
INV-00140,CUS-0075,ADV-0008,Manulife Tech Innovation,Equity,750890.5,876013.96,2025-02-08,2026-03-01,-5.19,14.88,1,North America
INV-00141,CUS-0194,ADV-0023,Manulife Dividend Income,Equity,1005491.14,1556011.76,2020-07-28,2026-04-19,1.23,6.45,4,North America
INV-00142,CUS-0070,ADV-0026,Manulife Emerging Markets,Equity,1569186.96,1842643.82,2024-07-23,2026-03-18,1.12,1.73,4,North America
INV-00143,CUS-0019,ADV-0005,Manulife Dividend Income,Equity,1408461.04,1632487.94,2024-01-18,2026-03-07,1.9,6.31,4,Global
INV-00144,CUS-0050,ADV-0001,Manulife Target Date 2035,Balanced,627818.46,554477.27,2024-10-25,2026-03-20,-0.78,19.87,2,Europe
INV-00145,CUS-0026,ADV-0020,Manulife High Yield Bond,Bond,1313821.16,1281574.58,2025-06-08,2026-03-18,4.69,33.12,3,Europe
INV-00146,CUS-0098,ADV-0025,Manulife Canadian Equity,Equity,1456477.12,3135787.63,2022-10-14,2026-03-07,16.44,0.89,3,North America
INV-00147,CUS-0102,ADV-0003,Manulife Global Bond,Bond,742794.14,521376.37,2022-07-04,2026-03-07,-0.94,-3.82,3,Europe
INV-00148,CUS-0126,ADV-0019,Manulife Strategic Bond,Bond,172358.11,536142.81,2021-05-26,2026-04-16,-9.03,20.08,4,Europe
INV-00149,CUS-0016,ADV-0022,Manulife Global REIT,Real Estate,826657.87,1081738.53,2021-05-31,2026-03-27,-11.64,24.86,4,Asia Pacific
INV-00150,CUS-0177,ADV-0023,Manulife Canadian Bond,Bond,1127006.95,1404409.4,2024-03-26,2026-03-16,-5.89,8.0,3,Global
INV-00151,CUS-0132,ADV-0005,Manulife International Equity,Equity,1480671.56,1573131.79,2024-10-24,2026-04-18,-14.43,2.7,1,North America
INV-00152,CUS-0043,ADV-0017,Manulife Canadian Bond,Bond,1740149.6,2440983.69,2022-06-15,2026-03-11,16.09,23.36,3,Global
INV-00153,CUS-0036,ADV-0024,Manulife International Equity,Equity,801814.29,911492.84,2022-05-06,2026-03-18,11.69,-0.43,3,Asia Pacific
INV-00154,CUS-0145,ADV-0025,Manulife Tech Innovation,Equity,583942.58,2825653.09,2020-10-16,2026-03-24,-2.22,-12.85,3,Asia Pacific
INV-00155,CUS-0121,ADV-0019,Manulife Real Estate Fund,Real Estate,1872723.99,5687837.12,2021-03-07,2026-04-15,-2.15,10.88,4,North America
INV-00156,CUS-0082,ADV-0010,Manulife T-Bill Fund,Money Market,304946.41,335612.13,2021-01-02,2026-04-14,23.55,20.48,2,North America
INV-00157,CUS-0138,ADV-0008,Manulife Real Estate Fund,Real Estate,193955.56,158692.5,2021-11-08,2026-03-23,-4.1,22.59,3,Europe
INV-00158,CUS-0071,ADV-0013,Manulife Balanced Growth,Balanced,1823463.89,2280138.54,2024-08-07,2026-04-09,-8.07,15.68,4,Asia Pacific
INV-00159,CUS-0144,ADV-0009,Manulife International Equity,Equity,1320438.3,1844655.45,2023-08-06,2026-04-06,5.65,5.82,2,Global
INV-00160,CUS-0085,ADV-0026,Manulife Strategic Bond,Bond,1707533.44,1618852.33,2024-04-30,2026-04-09,-13.0,-12.15,4,Global
INV-00161,CUS-0054,ADV-0006,Manulife Tech Innovation,Equity,1567813.01,3134558.02,2020-01-06,2026-03-31,3.26,9.22,4,Asia Pacific
INV-00162,CUS-0020,ADV-0012,Manulife US Equity Growth,Equity,1025852.0,1061718.93,2020-10-07,2026-03-20,-7.49,13.56,3,North America
INV-00163,CUS-0062,ADV-0019,Manulife International Equity,Equity,757732.56,661855.5,2022-03-16,2026-03-06,9.48,1.48,4,Europe
INV-00164,CUS-0043,ADV-0025,Manulife High Yield Bond,Bond,290053.58,447397.11,2023-12-27,2026-04-20,-4.47,11.98,2,North America
INV-00165,CUS-0143,ADV-0026,Manulife T-Bill Fund,Money Market,699620.08,1093311.5,2023-08-28,2026-03-28,4.71,-10.47,2,Europe
INV-00166,CUS-0098,ADV-0013,Manulife Moderate Balanced,Balanced,1866718.93,3214509.08,2021-01-01,2026-04-03,8.78,6.77,2,Asia Pacific
INV-00167,CUS-0085,ADV-0009,Manulife Emerging Markets,Equity,740890.52,798021.09,2025-02-08,2026-04-11,21.55,4.55,3,North America
INV-00168,CUS-0179,ADV-0030,Manulife High Yield Bond,Bond,1252414.47,1584686.97,2021-07-15,2026-04-15,18.15,2.97,5,Global
INV-00169,CUS-0126,ADV-0022,Manulife Tech Innovation,Equity,1501122.32,1391814.17,2022-08-27,2026-04-15,-4.54,16.16,2,Europe
INV-00170,CUS-0034,ADV-0025,Manulife Global Equity,Equity,1668958.54,2803739.51,2022-05-09,2026-03-04,9.83,15.86,3,Asia Pacific
INV-00171,CUS-0050,ADV-0021,Manulife Target Date 2035,Balanced,38265.54,56028.67,2024-02-19,2026-04-16,-9.76,-0.65,5,North America
INV-00172,CUS-0171,ADV-0029,Manulife Money Market,Money Market,1676244.76,3975010.34,2022-05-02,2026-04-18,2.08,3.15,3,Asia Pacific
INV-00173,CUS-0022,ADV-0029,Manulife Tech Innovation,Equity,93794.32,70381.01,2022-06-27,2026-04-23,-4.2,-7.35,5,Asia Pacific
INV-00174,CUS-0071,ADV-0003,Manulife International Equity,Equity,239840.57,460516.4,2021-12-19,2026-04-06,-11.37,11.8,5,North America
INV-00175,CUS-0030,ADV-0028,Manulife Global Equity,Equity,1460453.0,2828798.53,2021-01-08,2026-03-01,13.34,27.0,2,Asia Pacific
INV-00176,CUS-0118,ADV-0023,Manulife Global Equity,Equity,1449932.15,1503344.14,2024-12-01,2026-03-13,3.81,29.86,4,Europe
INV-00177,CUS-0080,ADV-0007,Manulife US Equity Growth,Equity,1413298.36,2097089.09,2022-02-15,2026-03-18,7.46,3.56,4,Europe
INV-00178,CUS-0076,ADV-0013,Manulife High Yield Bond,Bond,881998.66,1230370.95,2023-11-29,2026-03-23,9.77,13.17,4,Global
INV-00179,CUS-0162,ADV-0015,Manulife Tech Innovation,Equity,1899581.93,2015906.5,2020-03-16,2026-03-23,1.13,-27.73,3,Asia Pacific
INV-00180,CUS-0054,ADV-0009,Manulife Conservative Balanced,Balanced,1937138.46,1546234.29,2023-12-03,2026-03-06,-9.0,0.7,3,Europe
INV-00181,CUS-0067,ADV-0016,Manulife Canadian Bond,Bond,525387.6,1022434.0,2022-08-15,2026-04-07,-1.05,-2.26,3,Global
